,colon_norm1,colon_norm2,colon_norm3,colon_tum1,colon_tum2,colon_tum3,liver1,liver2,liver3,liver4,liver5,liver6,liver7,liver8,liver9,met1,met2,met3,met4,met5,met6,met7,met8,met9,M12_1,M18,M19,M2,M21,M28,M3,M34,M40,M5,MN12_1,MN15,MN18,MN19,MN2,MN21,MN28,MN3,MN34,MN40,MN5,P12,P15_1,P18,P19,P21,P28,P3,P34,P40,P5,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6,D103,D106,D107_merged,D111_merged,D114_merged,D119_merged,D121,D128,D136_merged,D138_merged,D139_merged,D13_merged,D141,D144_merged,D145_merged,D146,D158,D15_merged,D15_single,D161_merged,D164_merged,D166,D168,D16_merged,D17,D170,D173_merged,D175,D18,D180_merged,D183,D186,D187_merged,D189_merged,D19,D192,D193_merged,D194,D199_merged,D206_merged,D209,D211_merged,D212_merged,D213_merged,D214_merged,D219_merged,D222_merged,D224,D230,D233,D242,D243,D246,D248,D252,D260,D263,D269,D274,D27_merged,D28_merged,D311,D312,D315,D35,D38,D3_merged,D43_merged,D44,D5,D50_merged,D53_merged,D54_merged,D56_merged,D57,D63_merged,D64_merged,D65_merged,D68,D73_merged,D75_merged,D77_merged,D78_merged,D81_merged,D83_merged,D86_merged,D8_merged,D97_merged,SRR1273998_control_Liver,SRR1273999_control_Liver,SRR1274000_control_Liver,SRR1274001_control_Liver
Hsa-Mir-432_5p ,21.1235286594,15.6646920452,16.3682469026,17.8684117858,22.0626935319,13.7332592407,19.25748764,6.2671638938,26.5002591725,12.2561786461,7.2130101063,16.0528817598,15.9705266213,11.5824861227,8.6076761104,36.0077234562,11.8869749843,44.8455842174,25.5846754354,7.5394294208,18.0076939645,16.3326992617,7.7241655628,7.8899801135,10.2274328537,15.6595648942,5.6783613871,4.1622805059,3.8881744653,7.4547259352,16.3768688737,7.1951167056,8.1885942436,6.6449920197,12.8582488962,12.2065123006,6.5894143255,8.6643279913,6.7163527518,6.9154554142,8.6904927032,25.9620323821,9.1736832863,8.4980539456,8.3859573015,9.294194962,20.3368513438,32.9400203405,4.9972062494,20.6285519788,14.3982334553,8.4603998385,6.9108227433,8.7600901076,2.5830167754,11.0292414602,16.9840784063,10.1410272478,13.5744080543,7.6918010689,19.42923903,8.8800893124,7.9013954472,3.340949245,8.6908344287,4.1370251686,7.0062114691,6.635874825,4.2141519651,6.2023729325,6.8025345393,6.5023509824,4.2573996194,10.0417752618,7.9345212591,8.6404811648,6.6770319639,6.8756571778,21.040511752,11.7214025084,7.2330699361,17.0142019975,13.8510346408,14.7982517345,11.562038477,11.0035095956,16.0322129348,23.0107637272,13.0264306277,12.2306737688,11.7969323257,5.297299588,6.5140759876,4.0626753439,4.0626753439,2.8995942984,15.7747846135,5.9771921216,10.5065882875,19.3780325568,5.8245000476,10.0538214575,13.5920461521,7.7949680883,42.1573015392,24.0996825061,6.5635473706,11.4402470178,7.7546395552,10.007301327,1.6371622739,11.769132148,11.1192544878,7.4455451442,9.5356439391,12.4386876355,13.6426137812,23.4287288696,20.3899833527,4.3480747561,9.3615820686,8.2028145908,14.3962443359,6.4176124957,30.3551553172,5.8874859384,24.0093444369,12.4152052566,10.7711450503,18.9220214486,8.042514519,7.7592793835,20.6907253823,9.8989607256,8.2042485975,15.2467379604,5.7117013549,7.1288593863,15.9202618942,11.4009572244,4.3974174847,11.0474099598,8.4202565346,16.6920539786,2.8825622519,7.7780786873,5.4944048644,18.4044608487,12.7474600686,10.0239572578,3.9961700706,8.5401159748,24.4864523137,8.8895704226,16.4612150258,12.8177800649,15.9240740151,13.0700053995,17.1536338258,3.7869033734,9.1904199063,12.874406122,14.7937909911,9.0821508489,7.5815281863,11.0090552376,9.0547836266,9.029922152
Hsa-Mir-433_3p ,1.1574536252,2.0306082281,5.7190260262,3.4865193728,4.3215585269,3.0146178821,7.0454223073,1.2052238257,1.0600103669,4.9024714584,0,1.7836535289,3.1941053243,0.8273204373,0,7.2175837663,3.0479423037,12.0593167643,9.8402597829,0.8377143801,3.119443049,3.0850654161,1.8687497329,2.0038044733,1.893969047,0.9587488711,0.6489555871,0.5675837054,0.8185630453,3.0284824112,1.0917912582,3.4411427722,3.4119142681,1.0775662735,1.7680092232,2.1045710863,0.9151964341,2.4260118376,1.4925228337,1.4669147848,1.0224109063,1.8544308844,1.8721802625,0.7081711621,1.3767989599,4.2598393576,3.813159627,6.8625042376,1.4054642576,0,2.7102557092,0.900042536,1.9745207838,0.8984707803,1.1070071895,4.4116965841,2.9395520319,1.7220612308,3.0447270402,2.403687834,4.1406574982,0.5328053587,0.9116994747,1.0168106398,1.0863543036,1.149173658,1.7185047,1.451597618,1.4047173217,1.4313168306,1.7006336348,0.5737368514,1.8410376733,2.0674243186,1.7916660908,1.9637457193,1.5897695152,4.1745061436,2.9222932989,2.9303506271,2.5528482128,4.8612005707,2.5183699347,4.4394755204,2.831519627,1.0479532948,4.6409037443,3.9826321836,3.2566076569,2.9897202546,2.3593864651,1.135135626,1.5509704732,3.1598586008,3.1598586008,0,6.0672248514,0.543381102,2.6266470719,1.6850463093,2.9122500238,0,2.1747273843,2.5983226961,2.107865077,6.2192729048,1.1933722492,5.148111158,2.7369316077,1.4010221858,0,0.7592988483,2.4172292365,2.9782180577,1.7879332386,2.0731146059,1.7950807607,5.6228949287,5.4373288941,2.3412710225,4.1965712721,0.5126759119,1.4045116425,2.0055039049,7.082869574,2.1026735494,6.6025697201,2.2170009387,6.8935328322,3.6041945616,1.5638222676,0.8167662509,8.621135576,2.9114590369,2.7347495325,3.0493475921,3.1154734663,1.876015628,1.7689179882,1.5201276299,5.2769009816,2.0086199927,4.9756061341,4.2618010158,1.681494647,2.8283922499,1.4651746305,3.9262849811,2.6148636038,1.4850307049,0.7992340141,4.8800662713,3.895571959,2.8891103874,3.1354695287,2.84839557,2.9626184214,4.0843766874,3.4307267652,2.84017753,3.1966677935,1.4713606997,4.9312636637,2.4451944593,2.0068751081,1.3519892397,4.0590409361,2.3410909283
Hsa-Mir-4424_5p ,1.4468170315,0.4351303346,0.493019485,0.4358149216,0,0.1674787712,0.4696948205,1.687313356,0,0,0,0,0,0,0.5379797569,0.2405861255,0,0,0,0,0.5671714634,0.1814744362,0,0,0.1262646031,0,0,0.1891945685,0.613922284,0,0,0,0.3411914268,0,0.9643686672,0.4209142173,1.0982357209,0.5198596795,2.2387842506,0.209559255,0.5112054531,0,0.3744360525,1.4163423243,0.2503270836,1.1617743703,0,0,0.1561626953,0,0.1693909818,0,0,0,0.738004793,0.6127356367,0.3266168924,0.1913401368,0.38059088,0.6009219585,0.3185121152,0.8880089312,0.3038998249,0.1452586628,1.4484724048,0.574586829,0.5287706769,0.2073710883,0.4013478062,0.1590352034,0.4251584087,0.1912456171,0.6903891275,0.1476731656,0.5119045974,0.5891237158,0.317953903,0,0,0,0,0.8102000951,0.6295924837,0.7399125867,0.2359599689,0.5239766474,1.6876013616,0.8850293741,0.8141519142,0,0,0.378378542,0.3101940946,0.4514083715,0.4514083715,0,1.2134449703,0,0,0,0,0,0,0,0,0,0,0,0,0.2001460265,0,0,0,0.3722772572,0,0,0.3590161521,0.4685745774,0,0,0,0,0.3511279106,0.401100781,0,0,0.6002336109,0.8868003755,0,0.9010486404,0,0,0,0,0.5469499065,0,0,0.1876015628,0,0,0,0,0,0,0,0.7070980625,0.3662936576,0.7361784339,0.9805738514,0.3712576762,1.5984680282,0.4066721893,0,0.4444785211,0,0.94946519,1.110981908,0,0,0,0.3995834742,0.3678401749,0,0,1.1149306156,0.19314132,0,2.6755324895
Hsa-Mir-4428_5p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2329601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1452586628,0.3621181012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041915627,0,0,0,0,0,0,0,0,0.8794834969,0,0,0,0,0,0,0,0,0,0,0,0.2782551399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-4428_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2246176951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2782551399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-448_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1519499124,0,0,0,0.1321926692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2979888731,0,0,0,0,0,0,0,0,0,0,0,0,8.424603567,0.430845802,0,0,0,0,0,0,0,0,0,1.1792786588,0,0,0,0,0,0,0,0,0,0.3268579505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-450-P1-2_5p ,2.3149072503,3.190955787,5.8176299232,9.8058357361,22.5175944295,18.2551860639,23.4847410244,42.6649234309,15.9001555035,19.6098858337,22.5406565823,31.5112123434,13.2327220576,26.4742539948,32.2787854139,76.0252156714,15.5445057487,5.2759510844,16.4004329714,17.4723284989,43.9557884173,24.861997765,11.3370817131,35.8180049597,20.8336595169,8.3091568826,14.7637396066,10.2165066964,12.2784456797,18.1708944669,17.4686601319,5.9437920611,3.753105695,15.8043053442,31.5027097956,72.397245369,22.6968715657,28.765568931,38.0593322602,43.7978842898,27.2642908336,12.981016191,20.4067648613,25.4941618369,37.1735719184,18.9756480474,38.7671228741,37.057522883,25.2983566375,4.1257103958,9.3165040005,10.6205019249,2.9617811757,5.8400600718,6.826544335,14.950749535,4.8992533864,4.592163282,5.074545067,14.061573829,3.8221453829,1.42081429,7.4455457099,2.4693972681,9.4150706311,3.6773557054,8.4603308307,1.2442265297,2.1070759826,4.1349152883,1.2754752261,1.3387193199,5.9833724381,8.1220241088,14.3333287262,3.3383677228,11.7642944126,5.1567428833,29.8073916487,34.3650209906,37.8672484891,109.3770128409,21.4061444449,22.9372901885,53.5629129447,30.3906455497,65.8164531007,31.8610574685,21.9821016843,49.7380733264,20.8412471088,40.1081254522,41.566008683,8.5767590594,8.5767590594,43.4939144765,9.7075597622,10.8676220393,10.5065882875,19.3780325568,6.1480833835,13.4050952767,41.3198203023,20.7865815687,26.6996243082,70.3555247356,10.7403502428,20.0204322812,36.9485767043,33.2242404058,3.7420851975,18.2231723582,39.6425594783,32.0158441201,24.7330764669,22.8042606651,35.1835829094,34.2059441497,28.999087435,51.8424297844,37.4463282745,20.5070364769,28.0902328505,12.0330234295,47.0504907417,15.5597842657,57.6224266485,20.3964086358,18.0955236845,22.5262160102,26.8083817299,26.3407115913,10.3453626912,13.3927115699,4.9225491585,13.9398747067,19.2120863755,26.639421917,16.5099012236,12.1610210393,20.2281204294,11.0474099598,16.0750352024,33.0289578725,7.4466191508,16.9703534995,28.5709052948,62.8205596968,33.6663688991,40.8383443838,19.1816163389,43.9205964417,42.8512915491,60.4490788738,39.193369109,41.7764683598,31.1074934248,61.2656503104,35.2874752988,8.5205325901,23.1758415028,24.2774515444,19.7250546548,40.1710518318,40.8064605323,48.2853299897,39.653707606,42.4740782707
Hsa-Mir-450-P3_5p ,2.3149072503,2.3206951178,7.0008766872,11.1132805009,23.4273962246,36.3428933566,45.0907027668,80.2679067938,37.1003628415,27.5764019536,43.278060638,57.0769129238,28.2906471577,60.3943919257,81.2349432916,133.6054950513,34.4417480315,14.3204386576,24.9286581166,44.3988621445,100.3893490304,62.2457316305,22.0512468485,69.3817298869,39.2682915743,34.5149593586,28.5540458325,15.7031491814,31.9239587673,38.9043509741,40.3962765551,10.9490906389,12.2828913653,26.7595624578,77.4709495994,107.754039619,54.9117860461,48.6935233109,53.7308220144,63.7060135124,50.0981344068,29.6708941509,46.6172885363,65.8599180788,52.6938511032,32.9169404904,46.0756788258,78.2325483086,41.539276948,28.8799727703,16.0921432736,18.0008507202,4.9363019595,13.252444009,11.9925778858,17.0340506997,12.0848250199,9.5670068375,6.4700449605,21.0322685477,8.5998271116,3.9072392974,6.5338462352,6.3913811644,12.3120154407,5.8607856556,19.6967077151,2.6958241477,3.9131411105,6.6794785427,3.5075568718,1.9124561713,11.3914206034,8.4173704401,25.0833252708,3.5347422947,21.3029115039,7.6123347325,46.7566927822,55.4102664035,61.268357106,192.827622638,28.961254249,60.6728321116,97.4514671637,69.6888941054,90.2866728433,43.8089540192,28.4953169982,76.6455556178,47.9741914579,42.3783967042,64.8305657816,21.6676018343,21.6676018343,89.404157535,36.4033491081,26.6256739963,30.2064413266,47.6025582373,21.6800835104,49.1520160146,104.9305962939,42.4392707028,56.2097353856,115.833957852,26.2541894825,50.9090992293,63.4055822457,62.8458523339,6.0808884459,61.1235572847,83.6361315824,47.2792116657,35.7586647715,45.6085213303,38.4147282786,59.5089713289,39.4206344819,103.35039228,62.3029427326,43.0647766015,70.2255821262,18.8517367062,80.9470808459,20.6062007843,98.4383121911,35.0286148311,27.5741313287,40.5471888183,69.0315829545,51.6604653689,51.7268134559,32.6083412137,4.375599252,33.9784445975,32.1932258183,52.1532344573,31.250884459,17.481467744,27.2639884049,29.6271448923,27.5572032041,55.4034132054,14.1725977387,20.5058438119,38.4608340507,106.500480111,61.77615264,62.0000319282,25.5754884519,98.8213419938,93.7719821561,94.4516857404,69.7641970141,66.4625632997,62.5853141524,118.8553616021,58.8124588313,22.7214202402,45.9520995314,51.8654646631,32.3271729065,67.7668178728,53.5166695506,73.7799842242,42.4638128695,65.8849875538
Hsa-Mir-4524_5p ,0.8680902189,0.2900868897,0,0.4358149216,0,0,3.7575585639,2.1694028863,1.0600103669,1.2256178646,0,1.7836535289,2.281503803,2.0683010933,1.6139392707,0.4811722511,0,0.3768536489,0.6560173189,0,0.992550061,0,0,0.2504755592,0.1262646031,0,0,0.1891945685,0,0,0,0,0,0,0.6429124448,4.6300563899,3.8438250232,0.3465731197,4.4775685012,1.0477962749,1.3632145417,3.7088617689,2.4338343413,3.5408558107,1.3767989599,0,0,0,0,0,0.1693909818,0,0,0,0,0.1225471273,0,0,0,0.1201843917,0,0,0.3038998249,0,0,0.1149173658,0.1321926692,0,0,0,0.1062896022,0.1912456171,0.1150648546,0.2953463312,0.2559522987,0.1963745719,0,0,0.2922293299,0.2663955116,0,0,0,0,0,0,0,0.4425146871,0,0,0,0.378378542,0,0,0,0.4832657164,0,0,0,0,0,0,0,0,0,0,0.5966861246,0,0,0.2001460265,0,0,0,0.3722772572,0,0,0,0.4685745774,0,0.3344672889,0,0,0,0,0,0,0.6002336109,0,1.292537406,0,0,0.2041915627,0,0,0,0,0,0,0,0,0,0.5021549982,0,0,0.240213521,0,0,0.2453928113,0,0.3712576762,0,0,0.2782551399,0,0.7838673822,0.474732595,0.7406546054,0,0,0,0,0,0,0,1.1149306156,3.0902611193,0.9367017545,2.0066493671
Hsa-Mir-452_5p ,39.9321500685,23.4970380678,15.4808118295,72.7810919081,123.9604945865,83.4044280717,12.6817601532,10.6059696664,28.6202799063,12.2561786461,13.5243939494,3.5673070577,6.8445114091,8.6868645921,13.9874736793,24.0586125542,32.3081884189,73.1096078838,197.461212976,61.1531497462,72.3143615897,94.7296557176,106.6433180922,82.4064589631,52.1472810938,69.3495016743,49.9695802069,8.3245610118,190.5205487974,72.4506176823,103.7201695333,37.0704925918,71.6501996311,34.1229319932,21.3768387899,17.678397125,6.7724536124,16.9820828629,4.4775685012,12.1544367885,8.6904927032,5.5632926533,9.735337365,38.2412427554,6.7588312579,72.0300109555,95.3289906741,98.1338105976,77.1443714748,193.9083886007,141.4414698259,50.4023820166,39.4904156761,30.7726242243,25.6456665558,34.9259312908,40.1738777689,31.9538028374,35.3949518426,30.2864667087,50.0064020935,11.3665143199,7.7494455348,9.1512957581,33.6769834114,10.5723976532,21.2830197459,8.2948435313,16.0539122481,10.019217814,24.021450092,13.387193199,19.2158307147,32.3404232697,28.154752855,17.0845877577,70.2678125725,36.0972001833,79.1941483999,67.664459935,173.5936784671,115.0484135067,45.9602513081,91.0092481674,48.8437135663,26.7228090178,103.7874837357,67.2622324335,130.2643062774,149.7578054801,77.8597533497,29.5135262761,22.0237807201,122.7830770613,122.7830770613,77.8057803412,106.7831573838,34.7763905258,56.4729120454,80.8822228457,42.7130003488,65.9083851105,40.2324566101,130.7822423698,47.0756533855,127.883799105,81.7459990704,37.7528151588,58.8440295662,36.2264308039,32.9771258026,59.6049595882,58.0135016756,45.4178253796,24.7330764669,37.3160629066,32.3114536923,109.6464511099,114.6370175164,73.2483362761,130.4165226113,41.5267488657,57.9361052541,63.7750241763,52.6156025498,44.1561445378,174.0677471672,41.6796176472,28.0049771307,35.1408969759,35.07429943,42.0634619209,39.6572236495,23.8739641029,43.2090426134,83.63924824,71.6558897247,73.3522110533,35.3783597649,144.412124842,160.0659964416,120.5171995619,83.4370874792,103.3486746332,34.8309605442,38.183295374,101.8296368198,86.6236623945,90.2127943315,115.4611373033,28.7724245084,91.5012425869,72.0680812416,142.6776052831,24.2998888476,164.2574778692,94.0631348799,107.4191068775,147.5212509018,90.885680961,96.2996172789,41.9337799404,71.7772822162,184.7868384264,24.528473544,6.3736635586,6.8691461995,8.0265974685
Hsa-Mir-455_5p ,50.6385961013,41.4824252308,48.9075329137,91.0853186156,73.9213958543,84.2418219279,187.8779281949,264.6671521308,138.8613580641,201.0013297954,137.0471920202,168.25798289,143.2784388308,432.6885887278,243.1668501178,144.8328475766,33.5273653404,26.7566090709,63.6336799292,40.9283311413,118.5388358607,108.5217128719,31.5195788287,86.1635923505,73.7385282295,67.7515868892,49.8073413101,22.7033482141,151.4341633835,43.5635546836,115.7298733741,95.8827508808,59.7084996926,11.3144458714,244.6281852494,228.9773341903,233.9242085564,181.7776012565,347.0115588431,263.8351020134,309.7905045973,411.6836563443,124.6872054826,179.8754751829,188.8717845955,90.6184008795,108.5161677174,193.5226195002,43.5693919868,165.0284158304,42.0089634932,41.7619736709,29.6178117571,16.8463271301,21.0331365997,50.8570578445,36.2544750597,26.2135987349,42.3724513097,41.5837995286,56.3766443984,31.0803125934,17.9300896687,22.0793167497,43.8162902449,20.22545638,37.0139473841,9.7464411492,29.2983898528,8.7469361868,24.4466085007,11.0922457935,33.4838726826,42.0868522003,49.1428413469,26.3141926383,22.256773213,15.2246694651,53.4779673697,90.5744739288,32.3360773615,71.2976083703,62.9592483673,59.9329195249,65.5968713596,55.5415246253,74.6763602489,69.9173205559,85.4859509946,89.148022137,72.3545182644,57.1351598422,81.5810468927,80.8020985072,80.8020985072,79.2555774904,81.3008130081,82.0505463969,42.4641276621,93.098808588,56.9506671318,59.2058374722,71.2223218368,64.0919598369,66.7490607705,104.9502302686,77.5691961982,214.2186254086,122.2496118119,40.4294973613,29.2350406051,52.3916205298,52.6955973554,51.7465387522,87.310739817,48.7181932392,29.7983406273,108.2407273777,91.0752589754,58.866242852,56.8151187614,43.5774525134,63.5541518242,21.6594421731,44.01497521,42.0534709884,86.4336399727,50.5476214019,97.3711512545,45.0524320204,17.2020449434,38.3880137919,44.8299049951,52.9885544722,67.8217884059,63.6006783492,50.3668210384,50.8400235177,99.6490466711,38.0031907479,45.7331418405,117.0021145747,52.0524949411,93.404472263,32.6690388553,65.0530217482,79.4857237047,88.3414120737,90.2127943315,51.9760746703,26.374722466,66.2875668518,106.0152083129,66.2272996485,137.9606592638,113.9358227994,101.8400082361,123.3481759582,96.550453248,71.9511640941,108.6867049787,55.1760262373,58.6272457797,61.4791749774,288.5440433271,326.2156894102,236.0488421274,257.1855605525
Hsa-Mir-455_3p ,53.242866758,15.0845182658,29.6797729981,51.6440682103,79.8351075227,31.6534877622,265.8472683958,184.8813348673,829.9881172838,710.8583614715,501.3042023899,668.870073326,206.2479437947,253.1600538255,87.6907003743,53.1695337449,4.5719134555,88.1837538392,78.7220782629,16.6346141188,47.7841957955,47.3648278588,8.3470821404,29.4308782011,36.2379410991,17.5770626363,20.7665787873,13.2436197916,57.2994131722,21.1993768781,9.8261213242,46.6118430057,24.5657827307,5.2082369884,140.9585535241,216.7708218897,153.3869223555,141.0552596976,299.9970895805,197.8239366963,205.845395794,77.8860971462,97.1661556239,177.7509616964,175.4792856216,47.2454910569,73.7210861213,63.8212894096,13.2738290999,30.9428279682,20.6656997829,13.8606550546,5.9235623514,15.0493855695,5.7195371455,21.0781059018,11.7582081275,4.9748435555,11.7983172809,14.9028645709,11.4664361488,4.2624428699,10.7884437837,6.9724158157,12.3120154407,7.5845461425,9.782257523,17.0044292391,10.3347060097,4.7710561019,6.1647969263,8.7972983879,10.2407720576,20.5265700205,14.0773764275,11.5860997438,6.3590780609,5.4023020682,19.5793651026,31.7010658751,14.4661398723,39.6998046608,32.1092166673,31.0763286425,46.720073846,26.1988323704,30.7987248484,22.1257343531,43.9642033686,31.7997517989,19.6615538762,21.1891983521,29.158244897,29.7929525222,29.7929525222,22.713488671,42.4705739595,33.6896283219,19.6998530391,28.6457872578,14.2376667829,13.4050952767,29.9025015345,23.3849042648,25.2943809235,40.0365693247,29.2376201055,84.0858155809,23.7200739336,17.4127043091,8.1858113694,11.769132148,14.9868212662,14.5188130312,23.5411209745,16.5849168474,16.8737591504,77.3148052698,39.4206344819,21.0714392027,23.2425485842,16.9183050934,27.0368491186,7.6209148387,14.6716584033,9.6722983273,24.0093444369,18.1794076972,36.1910473689,19.823070089,8.2659177001,18.3772406451,50.0025863407,39.5958429023,23.5188459795,21.3454331446,19.7313319532,19.5105625308,38.9161957414,6.8405743346,21.9870874233,54.734894801,23.3470749368,34.8047082957,9.1281137978,21.2129418744,30.0360799253,29.6925301692,34.6469427505,20.4191721919,3.9961700706,26.0270201136,33.1123616515,18.0013801058,40.7611038734,32.2818164598,37.0327302677,48.6040825796,37.2478905931,21.7746943969,36.362096151,17.288488221,24.6563183185,17.4656747095,220.3102896501,525.7306729275,212.3190643474,199.3271704672
Hsa-Mir-459_5p ,0,0,0,0,0,0,2.3484741024,1.687313356,0,2.4512357292,3.6065050532,1.7836535289,2.281503803,1.6546408747,1.0759595138,0,0,0,0,0,0,0,0.6229165776,0,0,0,0,0,0,0,0,0,0,0,1.7680092232,0.8418284345,0,0.6931462393,0,0,2.0448218125,1.8544308844,0.1872180263,2.1245134864,0,0.7745162468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2922293299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.416328582,0,0,0,0,0,0,0,0.8661075654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7991669484,0,0,0,0,0.19314132,1.5611695908,0.3344415612
Hsa-Mir-4637_3p ,0,0,0,0.4358149216,0,0,0,0,0,0,0,0,0,0,0,0.0801953752,0,0,0,0.1196734829,0,0,0.1245833155,0.1252377796,0,0,0,0,0,0,0,0.1564155806,0.3411914268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5074545067,0,0,0,0,0,0,0.1149173658,0.1321926692,0,0,0,0,0,0,0,0,0,0,0,0.2922293299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2001460265,0,0,0,0,0,0,0.3590161521,0.4685745774,0.4531107412,0,0,0,0.3511279106,0,0,0,0,0,0.430845802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2453928113,0,0.3712576762,0,0,0,0,0,0,0,0,0,0,0,0,0.5479181849,0,0,0,0,0
Hsa-Mir-4640_5p ,0,0.2900868897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801953752,0,0,0,0.1196734829,0,0,0.3737499466,0,0.1262646031,0,0,0,0,0,2.1835825165,0.3128311611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3872581234,0.4766449534,0,0.1561626953,0,0,0,0,0,0,0,0,0,0.1268636267,0,0,0,0,0,0,0,0,0,0,0,0,0.1912456171,0,0,0.2559522987,0.1963745719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5435855008,0,1.135135626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2979888731,0,0,0,0,0,0.3228131748,0,0,0,0,0,0,0,0,0,0,0,0,0.5822918074,0,0,0,0.1876015628,0,0,0,0,0,0,0.240213521,0,0,0,0,0,0,0,0,0.2222392606,0,0,0,0,0.4901038236,0,0,0,0,0,0,0,0,0
Hsa-Mir-4640_3p ,0.2893634063,0.4351303346,0,0.8716298432,0.4549008976,0.3349575425,0,0,0,0,0,0.5945511763,0,0,0,0.5613676263,0.3047942304,2.6379755422,0.6560173189,0.3590204486,0,1.2703210537,1.3704164708,0,1.0101168251,0,0.6489555871,0,0.2046407613,0,1.0917912582,0,0,0.3591887578,0,0,0,0,0,0,0.3408036354,0,0,0,0,0.7745162468,0.7944082556,1.3725008475,0.1561626953,0,0.1693909818,0.3600170144,0,0,0.5535035947,0.2450942547,0.3266168924,0.1913401368,0.38059088,0.2403687834,0.3185121152,0,0,0.1452586628,0,0,0.3965780077,0,0,0.6361408136,0,0,0.3451945637,0,0.2559522987,0.1963745719,0.9538617091,0,0,0,1.2764241064,0,0.6295924837,0,0.2359599689,0.5239766474,0.4219003404,0,0,0.2717927504,0.786462155,0.378378542,0,0,0,0,0,0,0,0,1.2943333439,2.2341825461,0,0.8661075654,0,0.7774091131,0.5966861246,0,0.456155268,0,0.2338803248,0,0.4834458473,0.3722772572,0.5959777462,1.036557303,0,0,0,0.6689345779,0.6456263496,0.5126759119,0,0,0.5059192553,0,1.2004672218,0,0,0,0,0,1.7242271152,0,0.5469499065,0,0,0,0.5896393294,0,0,0,0,0,0.240213521,0,0,0,0,0,0,0,0.2782551399,0.2222392606,1.5677347644,0,0,0,0.4901038236,0,0.3995834742,0,0,0.6986269884,0,0,0,0
